Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;Valor;Valor_USD
Apartamento;Apartamento en venta en Fontibón;3;2;60;Fontibón;272000000.0;70448.07
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;113000000.0;29267.03
Apartamento;Apartamento en venta en Castilla;3;2;54;Castilla;237000000.0;61383.06
Apartamento;Apartamento en venta en Antonio Nariño;2;1;48;Antonio Nariño;122000000.0;31598.03
Apartamento;Apartamento en venta en Tintala;3;2;59;Tintala;243000000.0;62937.06
Apartamento;Apartamento en venta en Santa Fe;1;2;50;Santa Fe;420000000.0;108780.11
Apartamento;Apartamento en venta en Bosa;3;1;43;Bosa;125000000.0;32375.03
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;134000000.0;34706.03
Apartamento;Apartamento en venta en Kennedy;3;1;51;Kennedy;177000000.0;45843.05
Apartamento;Apartamento en venta en Teusaquillo;3;2;46;Teusaquillo;116000000.0;30044.03
Casa;Casa en venta en Teusaquillo;4;4;340;Teusaquillo;930000000.0;240870.24
Apartamento;Apartamento en venta en Tintala;4;2;88;Tintala;390000000.0;101010.1
Apartamento;Apartamento en venta en Marly;2;3;95;Marly;490000000.0;126910.13
Apartamento;Apartamento en venta en Santa Barbara;2;2;58;Santa Barbara;449964000.0;116540.79
Apartamento;Apartamento en venta en Santa Barbara;3;2;110;Santa Barbara;650000000.0;168350.17
Apartamento;Apartamento en venta en Chapinero;2;2;80;Chapinero;420000000.0;108780.11
Casa;Casa en venta en Normandia;5;4;142;Normandia;600000000.0;155400.16
Casa;Casa en venta en El Batán;3;3;150;El Batán;800000000.0;207200.21
Apartamento;Apartamento en venta en Usaquén;2;2;57;Usaquén;298000000.0;77182.08
Casa;Casa en venta en Nicolas De Federman;12;3;420;Nicolas De Federman;2570000000.0;665630.67
Apartamento;Apartamento en venta en El Batán;2;2;67;El Batán;400000000.0;103600.1
Apartamento;Apartamento en venta en Cedritos;2;2;63;Cedritos;330000000.0;85470.09
Apartamento;Apartamento en venta en Chapinero;2;2;75;Chapinero;447500000.0;115902.62
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;167500000.0;43382.54
Apartamento;Apartamento en venta en Puente Aranda;3;2;50;Puente Aranda;125000000.0;32375.03
Apartamento;Apartamento en venta en Hayuelos;3;2;76;Hayuelos;400000000.0;103600.1
Apartamento;Apartamento en venta en Teusaquillo;1;2;53;Teusaquillo;310000000.0;80290.08
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;287000000.0;74333.07
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;44;Zona Noroccidental;144000000.0;37296.04
Apartamento;Apartamento en venta en Teusaquillo;1;1;29;Teusaquillo;192000000.0;49728.05
Apartamento;Apartamento en venta en El Plan;3;2;66;El Plan;290000000.0;75110.08
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;121500000.0;31468.53
Apartamento;Apartamento en venta en Teusaquillo;3;2;100;Teusaquillo;570000000.0;147630.15
Apartamento;Apartamento en venta en San Cristobal;2;1;60;San Cristobal;110000000.0;28490.03
Apartamento;Apartamento en venta en Nicolas De Federman;2;2;68;Nicolas De Federman;508000000.0;131572.13
Apartamento;Apartamento en venta en Bogotá D.C;3;1;47;Bogotá D.C;124000000.0;32116.03
Apartamento;Apartamento en venta en Castilla;2;1;45;Castilla;185000000.0;47915.05
Apartamento;Apartamento en venta en Engativa;2;2;71;Engativa;290000000.0;75110.08
Apartamento;Apartamento en venta en Cedritos;3;3;116;Cedritos;495000000.0;128205.13
Apartamento;Apartamento en venta en Santa Barbara;3;3;138;Santa Barbara;750000000.0;194250.19
Apartamento;Apartamento en venta en Marly;2;2;52;Marly;327000000.0;84693.08
Apartamento;Apartamento en venta en Usaquén;2;2;67;Usaquén;390000000.0;101010.1
Apartamento;Apartamento en venta en Cedritos;3;2;63;Cedritos;290000000.0;75110.08
Casa;Casa en venta en Boyaca ;3;3;106;Boyaca ;310000000.0;80290.08
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;74;Zona Noroccidental;278000000.0;72002.07
Apartamento;Apartamento en venta en Usaquén;3;3;74;Usaquén;330000000.0;85470.09
Apartamento;Apartamento en venta en Teusaquillo;4;3;90;Teusaquillo;490000000.0;126910.13
Apartamento;Apartamento en venta en Engativa;3;2;54;Engativa;249000000.0;64491.06
Casa;Casa en venta en Kennedy;4;1;63;Kennedy;180000000.0;46620.05
Apartamento;Apartamento en venta en Bosa;3;1;53;Bosa;134000000.0;34706.03
Casa;Casa en venta en Timiza;7;3;210;Timiza;450000000.0;116550.12
Apartamento;Apartamento en venta en Chapinero;1;1;49;Chapinero;340000000.0;88060.09
Apartamento;Apartamento en venta en Bosa;3;2;49;Bosa;144000000.0;37296.04
Apartamento;Apartamento en venta en Kennedy;2;1;52;Kennedy;120000000.0;31080.03
Apartamento;Apartamento en venta en Kennedy;2;2;43;Kennedy;131000000.0;33929.03
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;138000000.0;35742.04
Apartamento;Apartamento en venta en Kennedy;3;2;87;Kennedy;357000000.0;92463.09
Apartamento;Apartamento en venta en Kennedy;3;2;77;Kennedy;316000000.0;81844.08
Apartamento;Apartamento en venta en Kennedy;3;2;52;Kennedy;155000000.0;40145.04
Apartamento;Apartamento en venta en Teusaquillo;2;1;51;Teusaquillo;290000000.0;75110.08
Apartamento;Apartamento en venta en Ciudad Salitre;1;1;70;Ciudad Salitre;474000000.0;122766.12
Apartamento;Apartamento en venta en Bosa;3;1;48;Bosa;127000000.0;32893.03
Apartamento;Apartamento en venta en Kennedy;3;2;77;Kennedy;390000000.0;101010.1
Apartamento;Apartamento en venta en Bogotá D.C;3;1;47;Bogotá D.C;262000000.0;67858.07
Apartamento;Apartamento en venta en Bogotá D.C;2;1;43;Bogotá D.C;117000000.0;30303.03
Apartamento;Apartamento en venta en Gran America;2;3;190;Gran America;1200000000.0;310800.31
Casa;Casa en venta en Barrios Unidos;3;3;230;Barrios Unidos;990000000.0;256410.26
Apartamento;Apartamento en venta en Bella Suiza;2;2;65;Bella Suiza;383045000.0;99208.75
Apartamento;Apartamento en venta en Santa Barbara;2;2;53;Santa Barbara;371000000.0;96089.1
Apartamento;Apartamento en venta en Cedritos;2;2;89;Cedritos;516500000.0;133773.63
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;132;Zona Noroccidental;750000000.0;194250.19
Casa;Casa en venta en Santa Barbara;3;2;70;Santa Barbara;282000000.0;73038.07
Apartamento;Apartamento en venta en Chico Norte;2;2;57;Chico Norte;371000000.0;96089.1
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;110000000.0;28490.03
Apartamento;Apartamento en venta en San Cristobal;2;1;52;San Cristobal;160000000.0;41440.04
Casa;Casa en venta en Antonio Nariño;5;5;358;Antonio Nariño;850000000.0;220150.22
Apartamento;Apartamento en venta en Bosa;2;1;47;Bosa;120000000.0;31080.03
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;116000000.0;30044.03
Casa;Casa en venta en Costa Azul;5;3;96;Costa Azul;250000000.0;64750.06
Apartamento;Apartamento en venta en Fontibón;2;2;44;Fontibón;111000000.0;28749.03
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;107000000.0;27713.03
Apartamento;Apartamento en venta en Cedritos;3;2;60;Cedritos;123000000.0;31857.03
Apartamento;Apartamento en venta en Gran Granada;3;2;85;Gran Granada;347000000.0;89873.09
Apartamento;Apartamento en venta en Villa Alsacia;3;2;78;Villa Alsacia;400000000.0;103600.1
Casa;Casa en venta en Bosa;5;4;210;Bosa;300000000.0;77700.08
Apartamento;Apartamento en venta en Usme;3;1;50;Usme;141000000.0;36519.04
Apartamento;Apartamento en venta en Cedritos;2;2;64;Cedritos;277000000.0;71743.07
Apartamento;Apartamento en venta en San Patricio;2;2;72;San Patricio;420000000.0;108780.11
Apartamento;Apartamento en venta en Santa Barbara;3;2;65;Santa Barbara;275000000.0;71225.07
Casa;Casa en venta en Engativa;10;7;370;Engativa;850000000.0;220150.22
Apartamento;Apartamento en venta en Usaquén;2;2;63;Usaquén;390000000.0;101010.1
Apartamento;Apartamento en venta en Engativa;3;2;68;Engativa;310000000.0;80290.08
Apartamento;Apartamento en venta en Engativa;3;2;71;Engativa;277000000.0;71743.07
Apartamento;Apartamento en venta en Usaquén;3;2;82;Usaquén;340000000.0;88060.09
Apartamento;Apartamento en venta en Usaquén;2;1;31;Usaquén;156000000.0;40404.04
Apartamento;Apartamento en venta en Teusaquillo;3;2;81;Teusaquillo;395000000.0;102305.1
Apartamento;Apartamento en venta en Engativa;3;2;60;Engativa;245000000.0;63455.06
Apartamento;Apartamento en venta en Bogotá D.C;2;1;47;Bogotá D.C;130000000.0;33670.03
Apartamento;Apartamento en venta en Bogotá D.C;3;1;48;Bogotá D.C;136000000.0;35224.04
Apartamento;Apartamento en venta en Usaquén;2;2;71;Usaquén;476500000.0;123413.62
Apartamento;Apartamento en venta en Usaquén;3;2;58;Usaquén;225000000.0;58275.06
Apartamento;Apartamento en venta en Kennedy;3;1;45;Kennedy;165000000.0;42735.04
Apartamento;Apartamento en venta en La Calleja;3;2;86;La Calleja;451000000.0;116809.12
Apartamento;Apartamento en venta en Cedritos;1;2;42;Cedritos;307000000.0;79513.08
Casa;Casa en venta en Fontibón;3;2;44;Fontibón;138000000.0;35742.04
Apartamento;Apartamento en venta en Fontibón;3;1;46;Fontibón;180000000.0;46620.05
Apartamento;Apartamento en venta en Chico Reservado;2;3;138;Chico Reservado;620000000.0;160580.16
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;112;Zona Noroccidental;398000000.0;103082.1
Apartamento;Apartamento en venta en Engativa;3;2;71;Engativa;276000000.0;71484.07
Casa;Casa en venta en Fontibón;3;2;150;Fontibón;750000000.0;194250.19
Apartamento;Apartamento en venta en Fontibón;3;2;59;Fontibón;245000000.0;63455.06
Apartamento;Apartamento en venta en Usaquén;2;2;86;Usaquén;555000000.0;143745.14
Apartamento;Apartamento en venta en San Patricio;2;2;72;San Patricio;450000000.0;116550.12
Apartamento;Apartamento en venta en Usaquén;3;2;78;Usaquén;370000000.0;95830.1
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;24;Zona Noroccidental;173000000.0;44807.04
Casa;Casa en venta en Usaquén;3;3;141;Usaquén;629000000.0;162911.16
Casa;Casa en venta en Engativa;2;1;62;Engativa;220000000.0;56980.06
Apartamento;Apartamento en venta en Santa Barbara;3;2;75;Santa Barbara;314000000.0;81326.08
Apartamento;Apartamento en venta en Gran America;1;1;23;Gran America;170000000.0;44030.04
Apartamento;Apartamento en venta en Usaquén;2;1;42;Usaquén;200000000.0;51800.05
Apartamento;Apartamento en venta en Rafael Uribe Uribe;2;2;61;Rafael Uribe Uribe;251000000.0;65009.07
Apartamento;Apartamento en venta en Engativa;2;1;53;Engativa;168000000.0;43512.04
Apartamento;Apartamento en venta en Kennedy;3;1;58;Kennedy;200000000.0;51800.05
Apartamento;Apartamento en venta en Fontibón;2;2;56;Fontibón;340000000.0;88060.09
Apartamento;Apartamento en venta en Kennedy;1;1;34;Kennedy;103000000.0;26677.03
Apartamento;Apartamento en venta en Usaquén;3;2;60;Usaquén;230000000.0;59570.06
Apartamento;Apartamento en venta en Bella Suiza;4;5;221;Bella Suiza;1200000000.0;310800.31
Casa;Casa en venta en Puente Aranda;6;2;150;Puente Aranda;600000000.0;155400.16
Apartamento;Apartamento en venta en Bella Suiza;3;2;71;Bella Suiza;378300000.0;97979.8
Casa;Casa en venta en Usaquén;4;5;360;Usaquén;1900000000.0;492100.49
Apartamento;Apartamento en venta en Barrios Unidos;3;2;43;Barrios Unidos;160000000.0;41440.04
Casa;Casa en venta en San Cristobal;13;6;454;San Cristobal;650000000.0;168350.17
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;102000000.0;26418.03
Apartamento;Apartamento en venta en Bosa;3;2;57;Bosa;148000000.0;38332.04
Apartamento;Apartamento en venta en Usaquén;3;3;117;Usaquén;500000000.0;129500.13
Casa;Casa en venta en Bosa;3;1;47;Bosa;131000000.0;33929.03
Apartamento;Apartamento en venta en Bosa;3;1;53;Bosa;142000000.0;36778.04
Apartamento;Apartamento en venta en La Salle;2;2;67;La Salle;389000000.0;100751.1
Casa;Casa en venta en Usaquén;5;4;147;Usaquén;522500000.0;135327.64
Apartamento;Apartamento en venta en El Contador;3;2;95;El Contador;465000000.0;120435.12
Apartamento;Apartamento en venta en Chico Reservado;2;2;103;Chico Reservado;1250000000.0;323750.32
Apartamento;Apartamento en venta en Engativa;2;2;21;Engativa;235000000.0;60865.06
Apartamento;Apartamento en venta en Kennedy;1;1;32;Kennedy;164000000.0;42476.04
Apartamento;Apartamento en venta en Usaquén;3;2;114;Usaquén;416000000.0;107744.11
Apartamento;Apartamento en venta en Engativa;3;2;50;Engativa;180000000.0;46620.05
Apartamento;Apartamento en venta en Portales Del Norte;3;2;83;Portales Del Norte;390000000.0;101010.1
Apartamento;Apartamento en venta en Chapinero;2;1;47;Chapinero;258500000.0;66951.57
Apartamento;Apartamento en venta en Villemar;3;2;59;Villemar;205000000.0;53095.05
Apartamento;Apartamento en venta en Villa Alsacia;3;2;55;Villa Alsacia;240000000.0;62160.06
Casa;Casa en venta en Engativa;3;2;72;Engativa;320000000.0;82880.08
Casa;Casa en venta en Zona Noroccidental;4;2;70;Zona Noroccidental;224000000.0;58016.06
Apartamento;Apartamento en venta en Marly;1;1;34;Marly;192000000.0;49728.05
Apartamento;Apartamento en venta en Santa Barbara;1;1;45;Santa Barbara;250000000.0;64750.06
Apartamento;Apartamento en venta en El Contador;2;3;89;El Contador;500000000.0;129500.13
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;66;Zona Noroccidental;345000000.0;89355.09
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;60;Zona Noroccidental;256500000.0;66433.57
Apartamento;Apartamento en venta en Fontibón;2;1;48;Fontibón;150000000.0;38850.04
Apartamento;Apartamento en venta en Antonio Nariño;3;2;59;Antonio Nariño;245000000.0;63455.06
Apartamento;Apartamento en venta en Usaquén;2;3;102;Usaquén;850000000.0;220150.22
Apartamento;Apartamento en venta en Bosa;3;1;46;Bosa;127000000.0;32893.03
Apartamento;Apartamento en venta en Engativa;2;2;48;Engativa;210000000.0;54390.05
Apartamento;Apartamento en venta en Santa Fe;1;2;50;Santa Fe;354000000.0;91686.09
Apartamento;Apartamento en venta en Colina Campestre;3;2;62;Colina Campestre;281000000.0;72779.07
Apartamento;Apartamento en venta en Engativa;2;1;52;Engativa;200000000.0;51800.05
Apartamento;Apartamento en venta en Usaquén;3;2;79;Usaquén;300000000.0;77700.08
Apartamento;Apartamento en venta en Bella Suiza;1;2;66;Bella Suiza;400000000.0;103600.1
Apartamento;Apartamento en venta en Portales Del Norte;3;2;70;Portales Del Norte;330000000.0;85470.09
Apartamento;Apartamento en venta en Bosa;3;1;49;Bosa;163000000.0;42217.04
Apartamento;Apartamento en venta en Santa Barbara;2;2;81;Santa Barbara;430000000.0;111370.11
Apartamento;Apartamento en venta en Portales Del Norte;3;2;70;Portales Del Norte;320000000.0;82880.08
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;74;Zona Noroccidental;260000000.0;67340.07
Apartamento;Apartamento en venta en El Batán;3;2;107;El Batán;525000000.0;135975.14
Apartamento;Apartamento en venta en San Patricio;2;2;107;San Patricio;760000000.0;196840.2
Apartamento;Apartamento en venta en Cantagallo;2;2;60;Cantagallo;387000000.0;100233.1
Casa;Casa en venta en Engativa;3;3;73;Engativa;360000000.0;93240.09
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;41;Zona Noroccidental;246000000.0;63714.06
Casa;Casa en venta en Engativa;2;1;57;Engativa;190000000.0;49210.05
Apartamento;Apartamento en venta en Santa Barbara;3;3;89;Santa Barbara;500000000.0;129500.13
Casa;Casa en venta en Ciudad Berna;8;4;400;Ciudad Berna;1400000000.0;362600.36
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;106;Zona Noroccidental;491000000.0;127169.13
Apartamento;Apartamento en venta en La Calleja;3;4;186;La Calleja;970000000.0;251230.25
Apartamento;Apartamento en venta en Tintala;3;2;42;Tintala;145000000.0;37555.04
Apartamento;Apartamento en venta en Usaquén;1;2;48;Usaquén;420000000.0;108780.11
Apartamento;Apartamento en venta en Usaquén;3;3;107;Usaquén;660000000.0;170940.17
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;109;Zona Noroccidental;515000000.0;133385.13
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;103;Zona Noroccidental;520000000.0;134680.13
Casa;Casa en venta en Usaquén;2;3;158;Usaquén;770000000.0;199430.2
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;99;Zona Noroccidental;495000000.0;128205.13
Casa;Casa en venta en Bosa;3;1;48;Bosa;160000000.0;41440.04
Casa;Casa en venta en Ciudad Bolívar;2;1;40;Ciudad Bolívar;134000000.0;34706.03
Apartamento;Apartamento en venta en Cantagallo;3;3;98;Cantagallo;489900000.0;126884.23
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;77;Zona Noroccidental;310000000.0;80290.08
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;68;Zona Noroccidental;270000000.0;69930.07
Apartamento;Apartamento en venta en Usaquén;2;2;81;Usaquén;600000000.0;155400.16
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;85;Zona Noroccidental;440000000.0;113960.11
Apartamento;Apartamento en venta en El Plan;3;2;68;El Plan;372000000.0;96348.1
Apartamento;Apartamento en venta en Suba;1;1;43;Suba;270000000.0;69930.07
Casa;Casa en venta en Teusaquillo;7;8;282;Teusaquillo;880000000.0;227920.23
Casa;Casa en venta en Fontibón;8;4;261;Fontibón;500000000.0;129500.13
Apartamento;Apartamento en venta en Santa Barbara;3;3;145;Santa Barbara;590000000.0;152810.15
Casa;Casa en venta en Marly;3;3;116;Marly;615000000.0;159285.16
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;131000000.0;33929.03
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;131000000.0;33929.03
Apartamento;Apartamento en venta en Bosa;3;2;57;Bosa;145000000.0;37555.04
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;125000000.0;32375.03
Casa;Casa en venta en Engativa;6;4;334;Engativa;820000000.0;212380.21
Apartamento;Apartamento en venta en Bosa;3;1;56;Bosa;150000000.0;38850.04
Apartamento;Apartamento en venta en Usaquén;3;2;66;Usaquén;261500000.0;67728.57
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;56;Zona Noroccidental;248000000.0;64232.06
Apartamento;Apartamento en venta en Cantagallo;3;2;58;Cantagallo;311000000.0;80549.08
Apartamento;Apartamento en venta en Chapinero;2;2;74;Chapinero;620000000.0;160580.16
Apartamento;Apartamento en venta en El Plan;3;2;106;El Plan;491000000.0;127169.13
Apartamento;Apartamento en venta en Barrios Unidos;3;2;89;Barrios Unidos;460000000.0;119140.12
Casa;Casa en venta en La Uribe;3;2;114;La Uribe;416000000.0;107744.11
Apartamento;Apartamento en venta en Engativa;3;1;61;Engativa;216000000.0;55944.06
Casa;Casa en venta en Usaquén;5;3;130;Usaquén;505000000.0;130795.13
Apartamento;Apartamento en venta en Usaquén;1;1;47;Usaquén;492000000.0;127428.13
Apartamento;Apartamento en venta en Usaquén;3;2;88;Usaquén;408000000.0;105672.11
Apartamento;Apartamento en venta en Usaquén;3;2;50;Usaquén;245000000.0;63455.06
Apartamento;Apartamento en venta en Usaquén;1;1;43;Usaquén;550000000.0;142450.14
Apartamento;Apartamento en venta en Fontibón;3;1;53;Fontibón;177000000.0;45843.05
Apartamento;Apartamento en venta en El Plan;3;2;90;El Plan;575000000.0;148925.15
Apartamento;Apartamento en venta en Fontibón;2;1;45;Fontibón;270000000.0;69930.07
Apartamento;Apartamento en venta en Kennedy;1;1;38;Kennedy;150000000.0;38850.04
